gender,urban_rural,internet_access_hours,family_income_level,brain_rot_level,attention_span_minutes,academic_motivation,education_level,short_video_hours,social_media_hours
Male,Urban,4.497520773,High,Low,52.55625169,4.270306969,School,1.279163077,3.385468321
Female,Urban,3.60344245,Middle,Low,53.98450363,5.086930281,School,1.803896204,3.836468686
Female,Urban,3.153870216,Low,Low,57.73749788,6.768540445,School,1.480138832,2.512178086
Male,Urban,6.613775778,Low,Low,56.37613376,4.957633878,Graduate,1.979091834,4.549418295
Male,Urban,0.5,Middle,Low,58.74456972,7.379604044,Postgraduate,0.48276337,1.162661411
Female,Urban,5.870213373,High,Low,53.54622769,3.259993592,School,1.807651254,3.692599649
Female,Rural,5.100422698,Low,Low,55.75605346,4.727732054,School,1.847967109,3.685259696
Female,Rural,1.878582476,Middle,Low,60,7.112160507,Graduate,0,0
Female,Urban,4.56006143,Low,Low,60,5.761091331,School,0.452404035,0.792602672
Female,Urban,5.841459181,Middle,Moderate,47.37572657,5.026993631,Diploma,1.363794681,4.401043297
Female,Rural,6.815007582,High,Low,59.69400704,7.526583476,Graduate,0.631168195,1.936084761
Male,Urban,2.160168351,Middle,Low,60,10,Postgraduate,0.654287791,1.118701194
Female,Urban,6.803256225,Middle,Low,54.97651491,7.404548716,Diploma,2.622758895,5.370124321
Female,Urban,4.848291197,Middle,Moderate,39.82931003,4.296160705,Diploma,1.795126925,5.001078751
Female,Urban,3.972658083,Low,Low,57.62920749,5.616927845,Graduate,1.356426663,3.29508832
Male,Urban,7.164895502,Middle,Low,52.98953135,4.875808544,Diploma,2.465028447,5.719966153
Male,Rural,1.400465087,Middle,Low,60,8.491153895,Graduate,0.216768369,0.716111847
Female,Urban,4.51679416,Low,Low,56.07013313,5.428826382,Diploma,1.106077781,1.871162614
Female,Urban,4.873439592,Middle,Low,59.24574308,6.251741483,Postgraduate,1.274396675,3.887254761
Female,Rural,5.745053805,High,Low,48.37368857,5.314846434,School,1.444757538,4.290480662
Male,Urban,6.532985966,Middle,Low,52.27496108,6.837461992,School,1.062052206,3.161948735
Male,Rural,2.869426277,Middle,Low,56.60737425,5.334229007,Diploma,1.240853233,2.124889256
Male,Urban,5.89442637,Low,Moderate,42.82257635,2.49025529,School,2.446587381,4.529345224
Female,Urban,8.367345656,High,Low,49.1940112,6.458774141,School,2.036297562,5.538360703
Female,Rural,5.039706437,Middle,Low,57.21945699,4.676368941,Diploma,0.774404452,2.324130409
Female,Urban,5.269215809,Low,Low,56.2945537,7.210630337,Postgraduate,1.18628824,2.314302747
Male,Urban,5.63432502,Middle,Low,57.23338191,7.196037276,School,1.203421707,3.032853112
Male,Rural,5.143099532,Low,Low,45.13091164,2.613256183,Dropout,1.847901177,3.081306919
Female,Rural,7.730108636,Middle,Low,52.19428936,6.210686937,Graduate,1.868201482,3.75326324
Male,Rural,4.096566682,Low,Low,52.63323603,4.938289059,School,1.120195083,2.347458199
Female,Rural,5.707256417,High,Low,49.24004576,6.101636773,Graduate,1.468097428,4.096330754
Female,Rural,5.648737724,Low,Low,53.72849969,7.945781859,School,1.44320142,4.030930451
Female,Rural,5.438818578,Middle,Low,52.31987385,4.64928464,School,2.377830215,4.780002531
Male,Urban,7.118053247,Low,Low,45.8089269,3.333168048,School,1.543367208,4.731251192
Male,Urban,3.787048138,Low,Low,57.9923233,6.174342529,School,1.264426529,2.871199011
Female,Urban,1.661798738,Middle,Low,59.78291416,2.757638222,Diploma,0.443520209,0.762985997
Male,Urban,5.204432221,Middle,Low,59.73176747,7.230370672,School,1.40684326,3.477062812
Male,Urban,2.875730703,Middle,Low,55.8736027,6.225137045,Diploma,1.065809273,2.065143699
Male,Rural,3.196394377,Low,Low,53.24422276,4.465360702,School,0.904954954,2.402757773
Male,Urban,7.213722334,Middle,Low,58.62235043,6.038961259,Graduate,0.970498379,2.190647588
Male,Rural,6.01313178,Middle,Low,49.81187911,6.747042505,Graduate,1.900881865,4.371739736
Male,Rural,5.877226846,Middle,Low,52.04502874,6.617268944,Diploma,2.505049897,4.785034656
Male,Urban,6.917721915,Low,Low,51.89860167,4.670479225,School,2.425187724,4.845245072
Female,Rural,5.523446298,Middle,Moderate,55.98550299,6.902282563,Diploma,2.090313856,4.077715535
Female,Urban,3.028995894,Low,Low,60,6.920163208,Graduate,1.027308242,2.444005357
Female,Rural,5.234465062,Middle,Low,48.79318194,5.659196155,Postgraduate,1.266357165,3.965512998
Male,Urban,4.799133652,Low,Low,51.09582838,4.156066172,School,1.476094253,3.914596968
Male,Urban,7.121866242,Middle,Low,58.51665756,4.417769013,Graduate,1.173264161,2.853419201
Female,Urban,5.071860995,Low,Low,57.36989321,7.181024428,Diploma,1.473329637,4.383569388
Male,Urban,6.255785942,Low,Low,52.84058544,6.928687957,School,1.559488736,4.225264961
Male,Rural,4.487747118,Middle,Low,54.24794026,4.847935969,School,1.983812274,3.612120882
Female,Urban,3.498105028,Low,Low,47.61547898,2.084402818,Dropout,0.704780245,2.297024924
Male,Rural,6.227645276,Low,Moderate,49.85869171,6.224289907,Diploma,1.832974584,3.144633759
Female,Rural,7.636294841,High,Low,52.57927287,4.76238035,Dropout,1.831867249,5.150871354
Female,Urban,7.605664623,Middle,Low,53.77405235,5.054362097,Diploma,0.98217392,3.185301806
Male,Rural,3.195446547,Low,Low,56.96961034,4.858878201,Diploma,1.181207538,2.23570794
Male,Rural,6.103082417,Low,Low,46.99995237,3.806394109,Diploma,1.660946815,5.110508751
Female,Rural,4.060414372,Middle,Low,50.94263985,5.225017877,School,1.224406089,3.928299635
Male,Urban,7.205675157,Middle,Low,51.28820203,3.578225858,School,0.9269386,2.838089453
Male,Urban,5.483019683,High,Low,49.74514007,4.431268857,School,2.252385279,3.837056561
Female,Rural,6.033017329,Middle,Low,51.71823511,5.582727412,School,1.73598798,5.092111475
Male,Urban,5.414363705,Middle,Low,54.941721,5.68148622,Dropout,1.542800173,3.647950654
Male,Rural,7.430496299,Middle,Low,59.00844234,5.996052959,Diploma,2.067595117,4.915003518
Male,Rural,3.753053216,High,Low,49.83862133,2.390298548,Dropout,0.845696841,2.677273638
Male,Urban,5.844681752,Middle,Low,56.59431489,5.31835292,School,1.814331624,3.075462219
Female,Rural,3.731749864,High,Low,60,4.938481497,School,1.28540177,2.365417042
Male,Urban,7.205896896,High,Low,59.32994878,9.003238407,Postgraduate,1.997271146,5.023067747
Female,Rural,4.608357185,Low,Low,57.11227392,4.571112152,School,0.710693978,1.708311592
Female,Urban,5.348849375,Middle,Low,47.30487666,3.126994671,School,1.51816942,3.556865126
Female,Rural,4.965831654,High,Moderate,50.55903696,7.489245628,School,2.730784831,5.206485723
Female,Urban,5.083193956,Low,Moderate,45.8557194,3.588671558,Dropout,2.524022273,4.918472875
Male,Urban,3.890857358,High,Low,56.00048472,7.43329786,Graduate,1.850874593,3.355113558
Female,Urban,6.648898941,High,Moderate,46.72714307,5.259119729,Graduate,2.35208901,4.837624759
Female,Urban,1.806252133,Low,Low,44.66782882,3.149231469,Diploma,0.218148794,0.558638784
Male,Urban,3.245225782,Low,Low,60,7.540723492,Graduate,0.721464833,1.386070705
Female,Rural,4.180780349,Middle,Low,53.655392,5.974668793,School,1.123207354,2.697969606
Female,Rural,6.10840693,Middle,Low,51.58132664,5.825728762,Diploma,1.734369499,3.879037643
Female,Rural,5.945480248,Middle,Low,46.88763717,4.323672852,School,1.64721528,4.761419757
Male,Urban,6.092390106,Low,Low,59.38125861,6.302820413,Graduate,1.481195584,3.638338233
Female,Rural,4.044725433,Low,Low,56.99418101,5.937149099,Graduate,1.606172316,2.874076522
Male,Urban,5.949194279,High,Low,57.22035494,8.340907119,Postgraduate,1.819352876,4.489497137
Female,Rural,6.478237262,Middle,Low,55.80129938,5.577357214,Diploma,2.163316957,4.255420436
Female,Rural,6.069945296,High,Low,56.03208217,8.727166458,Postgraduate,1.244521269,3.853331149
Male,Urban,6.99877494,Middle,Moderate,40.08113003,2.895940027,School,3.307429286,5.747456814
Female,Urban,5.109687673,Middle,Low,53.55207486,5.201460489,School,1.455563193,3.867222498
Female,Urban,5.171035623,Low,Low,47.80107699,5.664950573,Dropout,1.90002769,3.909670406
Female,Urban,7.451397026,High,Low,53.44746922,6.45100397,Graduate,1.639696804,4.476253226
Female,Urban,6.337388422,Low,Low,60,6.601559867,Graduate,2.090746823,3.693711059
Female,Urban,5.598929767,Low,Low,55.13652772,3.968152854,Graduate,1.81981885,3.35189755
Female,Rural,3.048799351,Middle,Low,60,7.58344651,Graduate,0.757068548,1.411746494
Male,Rural,4.128420312,Middle,Low,52.23065075,4.514431244,Dropout,1.501709769,3.36634878
Male,Urban,5.955071311,Middle,Low,47.49115405,4.16903337,School,2.847357552,4.83606461
Male,Urban,7.706733419,Middle,Low,57.59503392,7.484807684,Graduate,1.915504157,5.475187518
Female,Rural,3.178143341,High,Low,52.7083804,6.00348155,Graduate,1.213608242,2.221486193
Male,Urban,7.017664001,High,Low,56.45702876,4.076815389,Postgraduate,1.829800804,3.55488183
Female,Rural,6.957632675,High,Low,49.96866261,6.367505351,Postgraduate,0.862347544,2.540861432
Female,Rural,4.621575107,High,Low,57.79665313,6.871412978,School,1.836978749,3.524835466
Male,Urban,3.446406416,Middle,Low,60,8.974342395,Graduate,0.802541409,1.889101086
Female,Urban,4.606910283,Middle,Low,58.41579958,6.819278571,Graduate,1.262158912,2.306411792
Male,Urban,7.461617006,Middle,Low,50.62165108,3.349420929,Dropout,2.702369509,4.841066679
Female,Urban,2.286108584,Low,Low,44.66943475,2.414868595,Dropout,0.916800231,2.015668754
Male,Rural,6.301158608,Middle,Low,50.28787899,3.984551074,Diploma,1.701285026,3.43351352
Male,Rural,6.626017583,Middle,Low,56.44624998,7.252503844,Graduate,1.194303322,3.326357068
Male,Rural,5.25356383,Low,Low,48.18958856,3.854297915,School,1.910475978,5.444250245
Female,Urban,3.766082858,Middle,Low,53.01881216,5.682503328,School,1.317512373,2.746916108
Female,Rural,5.923520992,Low,Low,56.62242301,6.147668311,Diploma,1.939273062,3.435452452
Male,Urban,4.360294392,Middle,Low,60,6.785745432,School,0.503519973,1.154861205
Female,Urban,2.306328481,Low,Low,59.28380548,5.346225724,Diploma,1.281393081,2.497825105
Female,Rural,4.628151305,Middle,Low,58.28210971,6.272160397,Graduate,1.281163902,3.920896089
Male,Urban,6.728714965,Middle,Low,47.5042813,2.916405859,School,2.063484357,4.522319548
Male,Urban,5.673905609,Middle,Low,60,7.188480178,School,2.203935523,4.383330109
Female,Rural,6.243436564,Middle,Low,49.94543008,6.645181288,Graduate,1.159867921,3.513745149
Male,Rural,8.42225055,Low,Moderate,52.67002741,4.391819664,School,2.415418674,5.201661616
Male,Rural,3.248289346,Low,Low,60,6.460202882,Diploma,0.585074334,1.906126878
Female,Urban,5.682686185,Low,Moderate,50.67206655,5.438652059,Graduate,2.477178571,4.638474364
Female,Urban,5.546795081,Middle,Low,48.4167695,5.860751808,School,1.774966394,5.416215621
Male,Rural,6.589399717,Middle,Low,54.44434254,4.707911425,Diploma,1.790216475,4.099913211
Male,Urban,2.9585124,Low,Low,48.69862169,5.032575896,Graduate,0.739329602,2.445555662
Male,Urban,3.940644694,Middle,Low,53.25080957,5.061063108,School,0.430390031,1.217159162
Other,Rural,3.065211818,High,Low,50.11565185,4.244424185,School,1.151469224,2.624099195
Female,Rural,3.525988653,Low,Low,52.80264798,5.321927615,Diploma,0.925948479,2.112672813
Female,Urban,4.974171599,High,Low,47.92906202,6.390331368,School,1.595254946,4.088199631
Female,Urban,6.3922442,Middle,Moderate,39.32375529,3.208633689,Diploma,2.153900106,4.892275404
Male,Urban,5.239370682,Middle,Low,56.66035115,5.621425489,Diploma,1.844890997,4.413197523
Female,Urban,6.759400325,Middle,Moderate,55.54555343,8.172750184,Diploma,2.450531717,5.442699555
Male,Urban,2.43827819,Low,Low,49.67622152,3.864275126,School,0.422375119,1.065125294
Male,Urban,4.692059455,Low,Low,60,7.724669897,Graduate,0.967833923,2.292113119
Female,Urban,5.991510091,Low,Low,56.33228396,6.405790557,School,1.758612864,3.638651871
Female,Urban,5.142230988,Low,Low,56.63497499,5.671620672,School,0.962123254,1.721971482
Female,Rural,3.130488052,Low,Low,50.51895493,3.503390966,Dropout,0.511050654,0.92196234
Female,Rural,4.850957767,High,Low,60,5.065172148,Postgraduate,1.006002686,1.738751145
Female,Urban,2.582245886,Low,Low,45.86466425,1.695984484,Dropout,0.935050109,2.345688074
Female,Urban,6.383255651,High,Low,58.1094036,8.408774679,Graduate,2.233940073,4.79866141
Male,Urban,3.47011883,Middle,Low,46.59665492,5.770221489,School,1.13454007,2.632337114
Male,Urban,4.13372226,Middle,Low,60,7.418542722,Diploma,1.197792544,2.178025175
Male,Rural,3.321949344,High,Low,60,5.855956333,School,1.592918791,3.297814091
Male,Rural,6.382337114,High,Low,57.65813688,6.28603639,Graduate,1.698827512,3.410098557
Male,Rural,6.075768421,Middle,Low,55.1860743,4.99075452,School,2.045032724,3.90928946
Other,Urban,4.256474986,Low,Low,52.8325607,6.647822809,Dropout,1.274009855,3.114899075
Female,Urban,4.871144413,High,Low,60,6.987231715,Postgraduate,1.74761977,3.229621404
Female,Urban,3.961038538,Low,Low,51.4651972,4.67649146,Diploma,1.176699057,3.017203044
Female,Urban,3.545264118,Middle,Low,60,6.780642262,Diploma,0.602120586,1.785438844
Male,Rural,2.670325003,Low,Low,54.59731348,4.308112215,Diploma,1.436725737,3.323809961
Male,Urban,5.97784519,Middle,Moderate,51.68963286,5.974979978,School,2.058001405,5.663062819
Female,Urban,4.81948719,High,Low,60,5.91738341,Graduate,1.507443689,3.512278489
Male,Urban,5.484072312,Middle,Low,53.80645078,5.386439826,Diploma,2.401141679,4.025551786
Female,Rural,6.74260052,Middle,Moderate,47.4743501,2.78957299,School,2.837275265,5.590204041
Female,Rural,3.76577502,Middle,Low,53.93535817,3.404364664,School,1.170262268,2.384002625
Female,Rural,2.500040218,Low,Low,54.42740976,5.964789278,Diploma,0.852605977,2.376831422
Male,Rural,3.815447907,Low,Low,52.43513093,3.315111904,Graduate,0.718526372,1.27710829
Female,Rural,2.426082363,Low,Low,55.12068868,5.852862987,Diploma,1.229173288,2.247592839
Female,Urban,4.585180268,Middle,Low,55.17723128,5.296271501,Diploma,1.880996288,3.376189074
Female,Rural,6.568798921,Middle,Moderate,36.47274749,3.222720589,Dropout,2.041163775,4.12593538
Female,Urban,5.494626706,Low,Low,49.80739809,3.675400781,School,1.185199176,2.929741928
Male,Rural,4.066476922,Low,Low,53.82875529,7.480245019,Diploma,1.319591492,2.681283829
Female,Urban,5.442680635,Middle,Low,47.29924735,2.171218014,School,1.63096205,3.635387703
Male,Rural,5.59101781,Middle,Low,57.47240705,4.959247749,Dropout,1.020653712,2.631356326
Male,Urban,5.722133363,Middle,Low,60,6.119947502,Dropout,1.291515103,3.549551797
Female,Urban,3.653561511,High,Low,54.58816496,7.115380175,School,0.561244712,1.145813796
Female,Rural,3.678645775,Low,Low,42.06761611,2.717578449,Dropout,1.185741733,2.073299816
Male,Urban,4.310197197,Middle,Low,54.40936847,3.59442311,School,1.719560731,2.874084394
Female,Urban,4.985182471,Middle,Low,45.77295132,4.04228988,School,1.691425115,4.472653301
Male,Urban,7.923195337,Middle,Low,50.30109722,5.19696451,School,2.94618208,6.27940453
Female,Rural,3.57936928,Middle,Low,57.72723854,6.042517773,School,1.212605939,2.445978733
Female,Urban,3.884071686,Low,Low,43.76403408,1.939903542,Dropout,1.170905138,3.728223752
Male,Urban,7.084848753,High,Low,53.46871956,4.071553835,School,2.393279898,5.122018025
Male,Rural,6.187743995,High,Low,43.15742221,4.60719421,School,1.973846304,4.099353328
Male,Urban,6.52939327,Low,Moderate,44.0233845,3.275619625,School,4.046997848,6.826549077
Male,Rural,5.004246591,Middle,Moderate,39.4102816,1,School,1.477750283,2.53593467
Female,Urban,3.416538188,Low,Low,52.41724516,5.7442819,Diploma,0.75866559,2.462163036
Female,Rural,4.51300727,Middle,Low,56.68264994,5.854654336,School,1.614790929,3.501068683
Male,Urban,6.706734007,Low,Low,48.57700922,2.104776392,School,1.121024903,3.107257607
Female,Rural,5.270051221,High,Low,50.25797081,5.108046376,Diploma,1.143447422,3.312605781
Male,Urban,6.917454966,Middle,Low,47.68450537,4.4098461,School,1.51974832,4.306057955
Female,Rural,5.018669827,High,Low,54.5274177,6.088081754,Graduate,1.84271051,4.475136036
Female,Rural,9.143854699,Low,Low,60,7.919779078,Graduate,1.595142038,3.99409843
Female,Urban,8.44495324,Middle,Low,44.69676784,4.161472599,Diploma,1.973924213,6.318182764
Female,Rural,6.509217585,Middle,Low,45.58385372,3.57147232,Dropout,2.060592639,3.748154397
Female,Urban,6.029676481,High,Low,51.40393089,4.86894999,Graduate,1.871032364,5.321861943
Female,Urban,5.028947628,Low,Low,57.96878034,6.947736833,Graduate,1.32518114,3.657725094
Female,Urban,5.643669501,Middle,Low,53.73807772,5.154643035,Dropout,1.178000849,3.073348348
Female,Urban,3.41505869,Middle,Low,54.24242768,2.743939087,Dropout,1.097306159,2.925453431
Male,Rural,2.888351692,Low,Low,59.83240966,6.420975952,Diploma,0.742559103,2.375900848
Male,Urban,2.71146933,Low,Low,53.26434628,4.619923163,School,1.402779469,3.389403272
Male,Rural,7.03541324,Middle,Low,49.11764998,3.401835383,School,2.204491437,4.828784644
Male,Urban,3.721597372,Middle,Low,58.40332445,5.616588315,School,2.285121539,4.483795248
Male,Urban,6.304115962,High,Moderate,52.05260426,5.490152153,Graduate,1.944938577,5.590333194
Female,Urban,6.707015679,Middle,Low,54.5000528,4.83629072,Graduate,0.725468765,2.185114736
Female,Rural,4.903292067,Low,Low,47.68870546,4.310208447,Dropout,1.349430158,3.095248939
Male,Rural,6.016334228,Low,Low,53.06208413,3.556905011,School,1.067744218,2.005977259
Male,Rural,3.386739854,Low,Low,60,4.117754491,School,0.782284726,2.169468101
Male,Rural,4.572973264,Low,Moderate,50.29709541,5.836507424,School,2.485367876,4.47260936
Female,Rural,4.059484406,Middle,Moderate,46.4614364,6.874790782,School,1.513622288,3.814914909
Male,Urban,2.963857609,Low,Low,57.43104146,5.454589482,Dropout,0.559871175,1.748320716
Female,Rural,4.478480234,High,Low,57.6325928,5.97510261,Diploma,1.222205879,3.05221243
Male,Urban,6.470981146,Low,Low,49.88792416,3.631725434,Diploma,1.817441961,5.456401776
Male,Rural,3.760422832,Middle,,60,7.701347524,Graduate,0.495337249,1.211038417
Female,Urban,5.705448339,Middle,Low,53.75014841,5.684168054,School,1.85858128,3.373746259
Female,Rural,0.5,Low,,60,7.321991263,Postgraduate,0.298079383,0.901745522
Male,Urban,5.291070142,Middle,Low,58.35741298,8.799033392,Postgraduate,1.752325813,2.933319087
Female,Rural,5.524186711,Low,Low,58.12240728,6.216399222,Postgraduate,1.126212486,2.694411792
Female,Rural,5.374491481,Middle,Low,58.5967091,6.507627544,Graduate,1.348463554,3.423389937
Male,Rural,5.711828844,Middle,Low,51.36096382,4.883718033,Dropout,1.408589804,3.562656707
Male,Urban,2.440653114,Low,Low,52.35664858,6.489768625,Diploma,0.883454315,2.076704135
Female,Urban,8.1050117,Middle,Low,56.32048992,5.900721041,Diploma,1.938059735,3.830220272
Male,Urban,1.525533128,Middle,Low,57.3378367,6.001725748,School,0.18293124,0.482936632
Female,Urban,4.515666267,Middle,Low,54.62608072,6.695252805,Graduate,1.457246853,3.350495223
Female,Rural,4.395377269,Middle,Low,50.79677912,4.047847079,Dropout,2.078745152,3.958266025
Female,Rural,3.425007283,Middle,Low,58.57025326,5.376117271,Postgraduate,0.811962143,1.764984299
Male,Urban,5.625763342,High,Low,57.35820718,7.208660881,Postgraduate,2.64564625,5.51821483
Female,Urban,8.811664563,Low,Low,53.12706557,6.529822238,Graduate,2.075147567,5.540670442
Female,Urban,4.903872648,Low,,60,8.828753593,Graduate,0.135444287,0.239235791
Female,Urban,8.075242958,Low,Low,53.31334791,6.338311217,School,2.342225663,5.578437563
Female,Rural,4.223404669,Middle,Moderate,45.80142695,5.721822261,Diploma,2.414570806,4.609874238
Female,Urban,3.87387563,Low,Low,52.95529091,5.678403951,School,2.048687249,3.733424345
Male,Rural,4.529482944,Low,Low,50.08607363,4.160833527,Diploma,1.911001289,4.63067569
Male,Rural,4.187402854,Low,Low,54.25206197,4.836714677,School,0.66828633,2.037448188
Female,Rural,5.518906574,Middle,Low,60,7.841911895,Dropout,1.503536817,2.724879744
Male,Urban,7.1940683,Middle,Low,55.20552946,5.072191893,Graduate,2.145506308,5.151898068
Female,Rural,2.250359555,Middle,Low,60,5.36527609,Diploma,0,0
Male,Rural,3.857435111,Low,Low,47.85402599,6.037009511,Diploma,0.595308571,1.801367071
Female,Urban,8.427532917,Low,Moderate,40.98018611,2.463037193,Diploma,2.788169606,4.985353889
Other,Urban,4.860478324,Middle,Low,59.68381318,7.751397575,Graduate,0.651755989,2.074728023
Female,Rural,3.73449582,Low,Low,59.45997651,5.473561729,Diploma,0.971821989,2.117451231
Female,Rural,4.994867994,Middle,Low,56.69719655,6.271409925,Graduate,1.458083373,2.540302295
Female,Rural,1.605326692,Middle,Low,57.06076031,6.021770408,School,0.564743584,0.980803253
Male,Rural,8.018403033,High,Moderate,42.29005816,1,Dropout,3.562732314,6.484759736
Female,Urban,8.137477293,Middle,Moderate,56.27057946,6.588357996,School,2.241879005,5.917738022
Female,Rural,5.159977555,High,Low,44.251461,3.417665398,School,1.077348703,3.188945692
Other,Rural,5.718892291,Middle,Low,58.14765751,7.320483411,Graduate,1.149836049,3.623651262
Female,Urban,3.479532225,Middle,Low,51.89391807,5.419928859,Dropout,0.834281387,1.702348199
Male,Urban,7.456308166,Middle,Low,53.6380194,7.149169501,Diploma,2.62813282,6.716391706
Female,Urban,2.745676163,High,Low,60,6.702438279,School,0.706444714,1.631685198
Male,Rural,3.691324229,High,Low,51.99563665,4.770902228,School,1.267618552,3.229171568
Female,Urban,2.347745771,Low,Low,43.4158504,1,Dropout,0.978568913,1.945288061
Female,Rural,3.426898413,Low,Low,58.53611093,5.428204151,Dropout,1.229700858,3.439792088
Female,Rural,2.823263016,High,Low,57.82543799,5.375106797,School,1.581678805,2.795220304
Female,Urban,6.814219987,Middle,Low,54.89406708,7.697836712,Postgraduate,1.818992498,5.055776296
Male,Urban,4.510128703,Low,Low,58.44129279,5.443719005,School,1.263025978,3.0226206
Female,Urban,6.335347264,Low,Low,60,9.317530011,School,1.379626215,3.33280007
Female,Urban,4.155999205,Low,Low,53.55373882,5.607212399,School,1.528065849,2.960582971
Male,Rural,5.937119916,Middle,Moderate,46.04334119,4.357959192,School,1.894794866,5.088222737
Female,Urban,5.991680546,Low,Low,52.94575163,6.243229446,School,1.536896461,4.974232261
Male,Rural,4.619955763,Low,Low,59.4309242,9.036377405,School,2.205058738,4.273569631
Female,Urban,4.127288804,Middle,Low,54.83692903,5.520802818,Graduate,1.33860193,2.44174203
Female,Urban,3.375379348,Middle,Low,58.09144371,5.576570462,School,0.805482201,2.222882063
Female,Rural,3.823259997,Low,Low,48.04493151,3.918673465,School,1.252005858,3.14395456
Female,Urban,2.580770447,Low,Low,53.16853162,4.616147112,School,0.775582595,2.191755919
Female,Urban,4.136694741,Middle,Low,59.88646594,5.190383578,Dropout,0.679875259,2.262873519
Female,Urban,3.848597761,Low,Moderate,46.89211216,1.754018279,School,1.617984974,3.886548096
Male,Urban,3.905744121,Middle,Low,51.601175,4.82427302,School,1.21086078,2.84434314
Female,Urban,5.167056676,Low,Low,55.48652287,5.805255345,Diploma,1.217979448,2.295280299
Male,Urban,7.036216367,Middle,Low,53.59687597,7.25620555,Postgraduate,1.851274964,3.105884852
Male,Rural,2.822257582,Low,Low,57.70789518,4.929040998,Graduate,0.568512409,1.712685413
Female,Urban,6.851361719,Middle,Moderate,46.18341785,1.783547224,School,2.218439246,5.558521323
Female,Urban,6.271583484,High,Low,54.21021902,6.104173898,Graduate,3.029808775,5.128183472
Male,Urban,6.754005705,Middle,Low,55.05333542,6.635237163,Graduate,1.22897522,3.519844104
Male,Urban,8.774981487,Middle,Low,44.97211807,3.415521946,School,1.980738911,4.572526038
Male,Urban,7.373600821,High,Moderate,47.36149254,5.358640836,Graduate,2.45362672,4.491777944
Female,Rural,3.644704976,Low,Low,59.50972597,6.149700799,School,0.506080123,1.322581881
Male,Urban,5.187531671,Middle,Low,60,6.662653881,School,1.0995788,2.875871272
Female,Urban,3.907857162,High,Low,60,6.917666027,Graduate,0.465594382,1.428986152
Female,Rural,3.86865445,Low,Low,56.88381613,5.837615429,Diploma,0.828685211,2.108930025
Female,Rural,2.98205216,Low,Low,56.51604783,6.796399147,Graduate,1.11441376,3.269089142
Male,Urban,6.634127317,Middle,Moderate,49.54960657,6.253651691,Diploma,1.386412586,4.607650037
Female,Rural,4.659202656,High,Low,58.37663995,4.77505473,School,0.7347581,2.424643404
Female,Rural,5.065348441,Middle,Low,60,5.422255542,School,1.537832023,3.230983551
Male,Rural,5.371663375,Low,Low,53.89520308,3.849077003,School,2.10120931,3.936863022
Female,Rural,5.651004588,Middle,Moderate,43.94636534,3.191207806,Dropout,2.553484141,4.331547095
Male,Urban,4.801118646,Low,Low,55.32461678,7.36227009,Diploma,1.621948244,4.239821061
Female,Urban,2.46013902,Low,Low,59.66875469,7.505469478,Graduate,0.73866989,1.437737416
Male,Urban,3.52312018,High,Low,57.96172776,6.10267631,School,1.19607571,3.647559082
Male,Rural,5.77646751,Low,Low,51.53341128,2.867500394,Dropout,0.980001322,2.259494756
Female,Urban,4.730302525,Middle,Moderate,45.82429056,4.321415792,Diploma,1.895890892,3.959244268
Male,Urban,4.880511314,Low,Low,50.95616641,3.485895094,School,1.751794432,3.590416225
Male,Urban,5.810227303,Low,Low,59.95569201,9.228359465,School,1.129002044,2.840998758
Male,Rural,5.985425134,High,Low,59.05004414,6.98579732,School,1.291481225,4.154273314
Male,Urban,3.70773424,Middle,Low,56.03241856,6.321958454,Diploma,1.784028997,3.749973715
Male,Urban,5.965784795,Low,Low,60,7.47826834,Graduate,0.561359045,1.825325763
Male,Rural,4.2472617,Middle,Low,57.16902518,6.510947559,Diploma,1.684874341,3.809360221
Female,Urban,4.571693366,Low,Low,53.60167895,4.084149467,Postgraduate,1.362484265,3.217672638
Female,Urban,5.826913661,Low,Low,60,4.881285525,Graduate,0.680208722,2.125982817
Male,Urban,4.988853466,High,Low,49.01645422,5.600857918,School,1.411528716,2.826687951
Male,Urban,4.372073035,Middle,Low,54.08119074,3.755336285,Dropout,1.487062872,3.932024522
Male,Rural,5.508307275,Low,Low,59.22103315,8.351847551,Diploma,1.08028126,2.560900381
Female,Urban,7.723513412,Low,Moderate,50.35681055,7.515404296,Diploma,2.614302255,6.147050755
Male,Urban,6.874087971,Middle,Low,56.84867081,6.792843735,Graduate,1.893220273,3.166061772
Female,Rural,4.491348016,Low,Low,52.70639548,2.430214333,School,1.441280869,3.055132153
Male,Urban,3.725881611,Middle,Low,56.37693367,6.890208293,School,0.418944508,0.946475536
Male,Rural,4.635714777,Low,Low,59.5455411,7.69689616,School,1.942057206,4.644119876
Male,Urban,5.793816624,Middle,Low,58.40612862,6.899160345,Graduate,1.81790704,3.807872956
Female,Urban,5.310604395,Low,Low,48.79533343,5.563746087,Diploma,1.922799632,4.067888611
Male,Rural,2.230387801,Middle,Low,52.20615761,3.7452674,School,0.531948459,1.215327473
Male,Urban,4.838375545,Low,Low,49.82228171,6.024981322,Postgraduate,2.007213517,3.747231627
Female,Urban,5.632459526,Middle,Low,48.17719282,5.381922849,School,1.252298876,2.971403424
Female,Urban,6.039778881,Low,Low,49.85497039,4.479959792,School,1.793792391,5.323662262
Female,Rural,7.558902528,Low,Low,53.17486186,6.061035743,Diploma,2.639126359,4.953544365
