,gender,urban_rural,internet_access_hours,family_income_level,brain_rot_level,attention_span_minutes,academic_motivation,education_level,short_video_hours,social_media_hours
636,Female,Rural,514836748,Low,Low,5790748892,5718639433,School,1354128909,2601003764
637,Female,Urban,4894490132,Low,Low,5257456876.257233,6423675179,Graduate,2304362322,41669465
638,Female,Rural,2112333395,Middle,Low,5511431051,3349048729,School,0912807274,190472926
639,Female,Rural,3662219171,Low,Low,5699469577,5632189126,Diploma,1544508557,3614955772
640,Male,Rural,6860151214,High,Low,5257456876.257233,6090452164,Graduate,178044804,3614778754
641,Male,Urban,5978988884,Low,Low,5430658823,5854478284,Diploma,227199792,5541102697
642,Male,Rural,5787446835,Middle,Low,5592932888,4765460443,Dropout,1330182677,3151781218
643,Other,Rural,6498703747,High,Low,5257456876.257233,6644442802,Graduate,1834709906,3532453264
644,Male,Urban,4748256444,Middle,Low,5902874557,5104658879,School,1300607661,3072049504
645,Other,Urban,6345806052,High,Low,4648850145,4296582422,School,2397305327,5208375814
646,Male,Rural,4724032171,Low,Low,4898307126,4181523834,Diploma,1314662198,3075004613
647,Male,Rural,4416920746,Low,Low,5257456876.257233,5824845831,School,0927722616,2785750727
648,Female,Urban,5474575481,Low,Low,5749946346,3567347758,Dropout,1550296394,3811704963
649,Female,Urban,5105141388,Middle,Low,5755040715,4747921987,School,1298795716,2456800186
650,Male,Urban,4581699653,Middle,Low,5534508399,3108195065,School,11452416,2370608161
651,Female,Urban,8019014152,Middle,Low,5502472729,6909234131,School,2394371199,4402443855
652,Male,Urban,5639725361,Middle,Moderate,5362177488,5789485674,School,2748274008,4898698188
653,Male,Urban,576187684,Middle,Low,5740124753,5894336654,Graduate,1294627318,2949442501
654,Other,Urban,2830839769,Middle,Low,5257456876.257233,2293245644,School,1489303114,2920647655
655,Male,Urban,1976854612,Low,Low,5257456876.257233,6768580098,School,1670890752,3027751395
656,Male,Rural,3352207811,Low,Low,5453756614,4112887432,School,1599970588,3364331229
657,Male,Rural,5803018787,High,Moderate,4953190506,4472435477,School,261131466,5430903402
658,Male,Rural,5000244736,Low,Low,5391111852,6280970202,Dropout,1831742027,3752709853
659,Male,Urban,4646794932,Middle,Low,5257456876.257233,7590077938,Diploma,2343733241,4210456379
660,Female,Urban,3588392291,High,Low,4935522645,3338965355,Diploma,1508472452,3721676232
661,Female,Urban,1970219609,Middle,,5257456876.257233,9752609171,Diploma,01695516,0324042811
662,Female,Urban,683610631,Middle,Moderate,5057475379,6522425326,Graduate,163100532,3395553216
663,Male,Urban,4760308884,Low,Low,5632413067,7149291201,School,0835675497,2306985443
664,Female,Urban,7967584615,Middle,Moderate,4904191141,6046742261,Graduate,2562851752,4517818279
665,Male,Rural,4519989817,High,Low,5799306802,5041137651,School,1132093525,2203343256
666,Female,Urban,3013675843,Low,Low,5147623598,4984387588,Diploma,1154491631,2282023607
667,Male,Rural,5721262119,Middle,Moderate,5175959565,5690311847,School,2234040683,5556273551
668,Female,Urban,8650845175,Low,Moderate,4802850579,5627868482,School,3330840072,6887977054
669,Male,Urban,79008095,High,Moderate,4014387393,4281363845,School,1763701799,4909634404
670,Female,Urban,7347534756,High,Low,5515578668,5261190663,Graduate,1348633305,2761848321
671,Male,Rural,5490599944,High,Low,5504791622,5179714809,Graduate,1659477421,4769859858
672,Male,Rural,4440231793,Low,Low,5031285415,5409375038,School,2082181563,4118630831
673,Male,Rural,574769156,Low,Low,5938721004,100,Graduate,2803405176,539541539
674,Female,Rural,4321804483,Low,Low,5307927501,4636812525,Dropout,1563736008,412338513
675,Male,Rural,1803678747,Low,,5257456876.257233,6410924731,School,0214212394,0472481703
676,Male,Rural,211433996,High,Low,5638989125,3725254307,Graduate,1934653391,3725320604
677,Male,Urban,5696287676,Low,Low,4764693401,4563964455,School,2124206112,5148321288
678,Female,Urban,8764484575,Middle,Moderate,4610434211,319281961,School,2582557163,5093628311
679,Male,Rural,5835649505,Low,Low,5257456876.257233,6449991474,Diploma,1719776693,2890414424
680,Male,Rural,4203551012,Middle,Low,5906323361,7752078884,Diploma,0944731483,2574444736
681,Male,Urban,6582961941,Low,Low,5532232536,5623264124,School,1049568596,30178552
682,Female,Urban,6272029003,Low,Low,5431911182,605254531,Postgraduate,1418811621,2487769583
683,Male,Rural,6229341259,Low,Low,5257456876.257233,7515729184,Graduate,1512125426,2923862601
684,Male,Urban,884176178,High,Moderate,5461205552,6571261728,Graduate,1201216525,3984195966
685,Female,Urban,7612728533,High,Low,5639163411,7589558045,School,2150108761,4935193969
686,Female,Urban,6270315209,Low,Low,5802429681,7889569388,Graduate,0943321277,2921685511
687,Male,Rural,514056818,Low,Low,4416080063,2834880249,Dropout,1352567476,2763522975
688,Male,Urban,5239874607,Middle,Low,5257456876.257233,9243868417,Graduate,0229961456,053876121
689,Male,Urban,5479640339,Middle,Low,5147276731,6061363838,Postgraduate,2071584313,3766617058
690,Female,Urban,2043274002,Low,Low,5794899342,63927001,School,0921808717,2037048882
691,Female,Rural,4195533154,Middle,Low,5302514057,3195412931,Dropout,2118057738,3618977488
692,Female,Rural,2486833699,High,Low,5257456876.257233,5663281953,School,0921891212,1595198608
693,Female,Urban,710551139,Middle,Low,5667909323,5476363583,Graduate,1051531604,3395886926
694,Female,Urban,5661751281,Low,Low,5101969767,4330473882,School,2181882332,4517812654
695,Male,Urban,4527405358,Low,Low,5010662735,3427684747,Dropout,1154743886,2757360921
696,Male,Rural,3558972802,Low,Low,5257456876.257233,6126737049,Diploma,0944733117,2514550877
697,Female,Rural,7059058012,Low,Moderate,4968207597,4527571933,Diploma,1365593703.2115192,6244619473
698,Female,Urban,4747888159,Low,Low,5801110785,6179539197,Diploma,1217185315,2589808628
699,Female,Rural,3953235019,Middle,Low,5725982802,706307925,Diploma,1513838649,4345258874
700,Male,Rural,5316082503,High,Low,5624381159,9137970913,School,1732863444,4520933867
701,Male,Rural,2908762199,High,Low,4952028719,4023086433,Diploma,0692340997,1322516721
702,Female,Urban,6977941354,Middle,Low,4559620301,2576198181,Dropout,2186321484,5012957179
703,Female,Rural,3633755788,Middle,Low,5203999406,5940107775,School,1304138652,2743779121
704,Female,Rural,3391385873,Middle,Low,5392616289,529856416,School,1368684729,2600525183
705,Male,Rural,4890282573,Middle,Low,4837216406,6095822706,School,1773568434,3440448517
706,Female,Urban,628894999,Low,Moderate,5327873043,6365288004,Graduate,2060488097,4849168969
707,Female,Rural,6030264723,High,Low,5257456876.257233,3478516896,Diploma,242734162,4841116771
708,Male,Rural,5953963176,Low,Low,5102248562,4384094346,School,2114566417,4930969705
709,Female,Urban,6315656932,High,Low,5311259177,3602788508,Graduate,146119049,2558322866
710,Female,Rural,3205560467,Low,Low,5257456876.257233,4417394265,School,0672728185,1484031645
711,Female,Urban,7071900837,Middle,Low,5611116851,4320179521,School,1447516655,2824547963
712,Male,Urban,5010484992,Low,Low,5563407326,6134509527,Diploma,1741121956,3477015241
713,Female,Rural,3562776409,Middle,Low,5937094626,5185868827,Diploma,0355283464,1050151326
714,Male,Rural,3426048912,Middle,Low,5110404932,4430687525,School,1182719791,2057812378
715,Female,Urban,7463035635,Middle,Low,5703492765,7656325742,Graduate,116681866,3664154616
716,Male,Rural,4728840359,Low,Low,5023771868,5193624607,Graduate,1624471944,403033797
717,Female,Rural,64640184,Low,Moderate,4668878701,6393889911,School,2556912075,5706564053
718,Female,Rural,4239884194,Middle,Low,5580757931,3394829875,Graduate,1419064815,3181508965
719,Male,Urban,4971826266,High,Moderate,5466680468,6211575066,Graduate,2211104018,4529723188
720,Female,Rural,6531884829,Low,Low,4992181687,4911598484,School,164108347,3467710807
721,Female,Urban,5802395156,Middle,Moderate,5257456876.257233,5418074742,Graduate,2911389573,499694898
722,Female,Rural,4858037827,Low,Low,5237551003,2823989154,Dropout,1770866048,3054870363
723,Female,Rural,4803173742,Low,Low,5257456876.257233,10,Dropout,0695791313,2160404063
724,Other,Urban,7528621929,Middle,Low,4448324591,4071698643,Dropout,1702504212,5135560854
725,Male,Urban,7011292273,Middle,Low,4601418376,2155355118,School,1489538275,2863105913
726,Male,Urban,6722027281,High,Moderate,4188317557,2487537412,School,2895676031,6187162222
727,Male,Urban,4872208087,Low,Low,4892694072,6089901483,Dropout,1527781962,339953159
728,Female,Rural,3963738351,Low,Low,5257456876.257233,6316933865,Graduate,0759484114,1578870889
729,Male,Rural,10283164,Low,Low,3962330113,2055095293,School,0729440566,1702120458
730,Male,Urban,3200196679,Low,Low,5257456876.257233,6780534712,Diploma,1053052055,3307413526
731,Female,Rural,3240478817,Middle,Low,4695570968,218689219,Dropout,1414334556,4055634074
732,Female,Urban,2673794017,Low,Low,4842520048,3160637739,Dropout,1609806629,3189667053
733,Female,Rural,6507146462,Middle,Low,5463067029,7103719999,Graduate,1592112113,3899053948
734,Female,Rural,3363936328,Low,Low,4991510197,3849393258,Diploma,1663943835,2925037963
735,Male,Rural,2997201527,Low,Low,4838737181,4570343759,School,1874978611,3202281859
736,Male,Urban,526498104,Middle,Low,5911850442,7496464345,Graduate,1971183905,4072750674
737,Male,Urban,3699357452,Low,Low,4146168934,2615550606,School,1131512175,2788765559
738,Female,Urban,4063589049,Middle,Low,5257456876.257233,6296825204,School,0979183438,2267777762
739,Male,Urban,2916407472,Middle,Low,5124988972,4723486201,Dropout,0555015783,1543076957
740,Male,Urban,5808100913,Middle,Low,5670743918,4526861417,Diploma,0946317387,2608160986
741,Male,Rural,2967114935,High,Low,5514069563,5008041606,School,0903135093,2113310837
742,Female,Urban,64805103,Low,Moderate,4048817329,3028474939,Dropout,3041333933,55027566
743,Male,Urban,4708781792,Low,Moderate,5257456876.257233,7211272988,Diploma,1942583742,4230103875
744,Male,Rural,7279797542,Middle,Moderate,5257456876.257233,7205385987,Graduate,2563165257,4763844328
745,Male,Urban,2860293936,Low,Low,5327287203,6256758476,School,1359872337,2608145366
746,Female,Rural,253547431,Low,Low,4642323893,5110580262,School,1455480577,2701693847
747,Female,Urban,5434252369,Low,Moderate,5257456876.257233,3047800064,Diploma,2877293137,5281334107
748,Female,Urban,5295966402,Middle,Low,5257456876.257233,8881142883,Graduate,2157749925,3689390788
749,Male,Urban,7266102411,Low,Low,5201043437,4335130851,Diploma,0734619934,2059817551
750,Female,Urban,6788157776,Low,Low,5389072358,4751880167,Diploma,1991804395,3751282132
751,Female,Rural,5647238268,Low,Low,5288962326,6670866939,School,2102924207,4539093457
752,Female,Urban,673357071,Middle,Low,5366509407,5201875946,Diploma,2112354586,490113792
753,Female,Urban,7593487897,High,Low,5455566761,5655253073,Diploma,1816994244,4394321183
754,Male,Rural,6698164897,Middle,Moderate,5188550131,5599735543,Diploma,2503053192,4948184511
755,Female,Urban,1716099527,Low,Low,5760069644,3788210293,Dropout,023890786,0747467301
756,Male,Urban,4661050535,Middle,Low,5747850883,600855846,Graduate,1442152807,2719249893
757,Male,Rural,7467328568,Low,Low,5257456876.257233,5665271176,Graduate,1675509623,4292427454
758,Male,Rural,4673706146,Low,Low,5257456876.257233,6102779244,School,1621463142,3908929101
759,Female,Rural,4936014908,Middle,Low,4962485937,5265110564,Diploma,1184538191,2300040418
760,Male,Urban,4644962277,Low,Low,4911038298,10,Dropout,0768816965,2327359544
761,Male,Urban,4879519979,Middle,Low,5188263713,507661681,Diploma,1389054146,2475292912
762,Male,Rural,3429721957,Middle,Low,5257456876.257233,600697097,Diploma,1441389896,3144313019
763,Female,Rural,4991411972,Low,Low,4860601291,3895220505,School,0938638753,2146511676
764,Male,Urban,782510104,High,Moderate,5414720299,6463347707,Diploma,2529100827,6572957704
765,Female,Rural,586240204,Low,Low,5257456876.257233,5364735781,Diploma,2104430093,6066982753
766,Female,Rural,3498576025,Middle,Low,5608802477,4807796597,School,1409423651,3080617021
767,Male,Urban,3300732041,Low,Moderate,5539486525,7003934494,Graduate,2423804181,450731175
768,Female,Urban,3956449595,Middle,Low,4687845427,5546028863,School,0994826018,1738173436
769,Male,Rural,2167263833,Middle,Low,5916989735,4228639611,School,1238782913,2928230003
770,Female,Urban,2851268187,Middle,Low,5234214378,4741707223,Diploma,0988960372,2480548257
771,Male,Rural,5313028589,Low,Low,5257456876.257233,7111536973,Graduate,1039595797,298241952
772,Male,Rural,6675625727,Middle,Low,4897032377,284173937,School,1279880846,3955885701
773,Male,Urban,2956349379,Low,Low,5652268957,4198035754,School,0119728521,038298391
774,Female,Urban,5067440203,Low,Low,5553639623,5285452984,School,1879945117,3372320596
775,Male,Rural,433588841,Low,Low,5257456876.257233,8429020136,Graduate,0599086998,1042652448
776,Female,Rural,7227381966,High,Moderate,5486271834,6976605833,Graduate,184172995,5578134136
777,Male,Rural,6238180365,Middle,Low,5590832881,7207922119,Graduate,1806834711,3304411998
778,Female,Urban,5347305591,Middle,Low,5257456876.257233,6052120409,Graduate,0762865463,1792528176
779,Male,Urban,5889569061,Low,Moderate,5257456876.257233,4335664852,Dropout,2855679424,5563246589
780,Male,Rural,5080700618,Low,Low,5435426628,7337531467,Dropout,1347370521,3959694393
781,Male,Urban,6227333612,Low,Low,5094332544,6258319396,Diploma,1872536489,4010753392
782,Male,Urban,6537723493,Middle,Low,5257456876.257233,7110722001,Diploma,259956863,5353937901
783,Female,Rural,5112503533,Middle,Low,5726858627,5267697551,Diploma,1681021554,3560623564
784,Male,Urban,5991010719,Middle,Moderate,4991047498,5412368185,Postgraduate,1566221882,439818257
785,Female,Rural,4537565861,Low,Low,5544711678,6016873184,School,1858473323,3954333105
786,Female,Rural,5087864437,High,Low,5257456876.257233,3292996219,School,2548267723,4349131521
787,Female,Rural,3840190684,Middle,Low,4597755677,2038661204,Diploma,0773527736,1327470349
788,Other,Urban,5229062455,High,Low,4736394257,3965178372,School,2668177058,5166678604
789,Female,Rural,5742960782,Low,Low,5257456876.257233,7252716508,Graduate,1201130193,2246526374
790,Male,Urban,5913666852,Middle,Low,5765989114,7050832808,School,1547088343,3390258689
791,Male,Rural,6297456803,Low,Low,5257456876.257233,7773918686,Graduate,2063970241,4033704913
792,Female,Rural,5482311227,Low,Low,5257456876.257233,4638497584,Graduate,0915652367,2531911604
793,Female,Urban,3289815136,Low,Low,5441111743,487539354,Diploma,1237287748,2244434204
794,Female,Rural,5386505841,High,Low,5197781028,4407203528,Dropout,1123824504,3596630215
795,Male,Urban,5687912777,Low,Low,4500476994,4337705408,School,200838834,3430482288
796,Male,Urban,5884770206,High,Low,5257456876.257233,8515968807,PhD,1519328402,3293819907
797,Female,Urban,4266471513,Middle,Low,5077699119,5866640399,School,1699197523,3338657803
798,Female,Urban,5275538212,High,Low,4496816354,2959021227,School,131922142,3409337283
799,Male,Urban,5112511861,Middle,Low,5002232619,2957970214,Diploma,1428308503,3350025668
800,Female,Rural,6478228892,Middle,Low,5849666569,5188083057,Dropout,1539133461,2956278646
801,Female,Rural,4237260901,Middle,Low,5850025992,6118204523,School,1531277319,3244726665
802,Male,Rural,6292623702,High,Moderate,5192542792,6045684665,School,2842010798,6292128677
803,Male,Urban,5536684053,Middle,Low,5275906538,5859162674,Graduate,1966097333,3291687486
804,Male,Rural,5252998118,Middle,Low,5480395469,3531870844,School,1289130479,3653421486
805,Male,Urban,8087368649,Middle,Low,5415156054,4737346053,School,2095162281,6147773527
806,Female,Urban,2169529014,High,Low,5795441061,5566022366,School,0696963784,2003299144
807,Male,Urban,4667933361,Middle,Low,4547034976,2456463161,Dropout,1301430189,283039625
808,Male,Rural,2142022412,Low,Low,5170059534,6624962524,Diploma,0600156228,1095820577
809,Female,Urban,491247518,Low,Low,5425580177,5647266926,Diploma,1572659307,3780468656
810,Male,Urban,4784294678,High,Low,5443027827,3961958983,School,2192056449,3830876378
811,Male,Urban,6658517134,Low,Low,5257456876.257233,6658585977,School,2017300208,3538920746
812,Female,Urban,6790301972,High,Low,5926365525,8745796231,Graduate,1707384066,3133549305
813,Female,Urban,586568856,Middle,Moderate,4684733808,688007989,School,2928650765,524517877
814,Male,Urban,1126655994,Low,Low,5257456876.257233,5437026426,Dropout,0643229618,1372553595
815,Female,Urban,4145107875,Middle,Moderate,4608230285,4513890279,Dropout,1745245277,4356046528
816,Male,Rural,5080413164,Middle,Low,4721698987,6276788601,Dropout,2062204925,3984165839
817,Female,Urban,7511820847,Low,Moderate,4309411171,4728441188,School,2457176446,525951707
818,Male,Urban,6859681125,High,Low,5257456876.257233,7247744789,Graduate,1567610976,2654635714
819,Male,Rural,8029933627,Middle,Moderate,5257456876.257233,718362601,Graduate,2328984837,4130443083
820,Male,Urban,5818267542,High,Low,4353316388,3168971002,School,1972192213,4324928268
821,Male,Rural,5862609091,Middle,Low,5543373076,3950263955,Diploma,2177457506,3934180297
822,Female,Urban,1991725065,Middle,Low,5829668867,5047841565,School,0639000633,1407214966
823,Male,Rural,500903932,Middle,Low,5687247862,6396412401,Diploma,1391486959,2839855429
824,Male,Rural,2822434745,Middle,Low,4991738096,5346540379,Dropout,1628106314,3021258237
825,Male,Rural,5616519604,High,Low,5494638981,6446858471,Graduate,1820373689,4054460095
826,Female,Rural,2799109601,Middle,Low,5394468239,500528524,Graduate,0526127757,166336704
827,Female,Urban,6903934439,Middle,Low,5066335687,3682102799,Dropout,1009801223,2406673054
828,Male,Rural,5744996279,Middle,Low,5806871842,585624211,School,2465729,4410742618
829,Female,Urban,8599171905,Middle,Low,5074666579,5374878692,Diploma,2173773994,5262627833
830,Female,Rural,1498144421,Low,Low,5958165297,8218140171,Graduate,0705409291,1639036662
831,Male,Urban,4015796383,Low,Low,5668510724,4763513433,Graduate,1143727852,3589048601
832,Female,Rural,9469114279,Low,Low,4956913845,4720982422,School,1365593703.2115192,6723626213
833,Male,Urban,3119649814,High,Low,4823038438,3643702436,School,1236740952,2470471598
834,Male,Urban,7528866293,High,Low,5257456876.257233,5216779405,School,1430400507,4383330527
835,Female,Rural,3336514962,Middle,Low,5442582713,5747124832,School,1366671225,3210070462
836,Male,Urban,7077701254,Middle,Moderate,4669827409,5206269274,Diploma,3002393514,591250003
837,Female,Urban,4692972371,Middle,Low,5563106573,5891673495,School,1427035546,2913559999
838,Female,Urban,5437943059,Low,Low,5257456876.257233,584098167,Dropout,1792437716,3282138383
839,Female,Urban,5954588227,Middle,Low,5651821446,5436804879,Dropout,1744294162,3249042998
840,Male,Urban,5851904326,Middle,Low,5257456876.257233,3495606364,School,1936591352,4469156738
841,Female,Urban,6208312835,Low,Moderate,4726068523,3932738815,Diploma,3529800388,6435581171
842,Male,Rural,3956773085,Low,Low,5089360712,371562968,Dropout,0627253284,1598174039
843,Male,Urban,6129404886,High,Moderate,5257456876.257233,5319514405,School,3230195377,550175203
844,Female,Rural,3690884958,Low,Low,4588680275,2938406998,Dropout,1523008738,4289655368
845,Male,Urban,6532950129,Middle,Low,5249795115,4790341606,School,0940122144,2568294725
846,Female,Urban,9217278712,Middle,Low,5554201082,7062963906,Graduate,1335194283,3066942184
847,Female,Rural,2127845287,Middle,Low,5245634892,7576182401,Graduate,0920820518,2069077094
848,Male,Urban,492305772,Low,Low,5257456876.257233,7947771786,Diploma,1677137185,2988884949
849,Female,Urban,6633164683,Low,Low,5552731476,5281450222,School,1273233368,4148995863
850,Male,Urban,6105225712,High,Moderate,5232119689,6489007257,Postgraduate,1547526064,4444808384
851,Female,Rural,4262630354,Middle,Low,5333176318,4338940173,Dropout,1890337303,4867896498
852,Male,Rural,7314555632,Middle,Low,5257456876.257233,4643666692,School,2461156874,426912362
853,Male,Rural,5746281292,Low,Low,5257456876.257233,6711701537,Graduate,0411226515,1149060055
854,Male,Urban,793346462,Middle,Low,5110806326,554544888,School,1414978007,3338525602
855,Female,Urban,5127398294,Middle,Low,5468147099,4908950249,Graduate,077143057,1902665779
856,Female,Urban,6489971847,High,Low,5927583286,6110595423,Graduate,1355351785,2950728085
857,Female,Urban,5347686937,Low,Low,5806406073,760711357,School,086868659,2712037887
858,Male,Urban,4497520773,High,Low,5255625169,4270306969,School,1279163077,3385468321
859,Female,Urban,360344245,Middle,Low,5398450363,5086930281,School,1803896204,3836468686
860,Female,Urban,3153870216,Low,Low,5773749788,6768540445,School,1480138832,2512178086
861,Male,Urban,6613775778,Low,Low,5637613376,4957633878,Graduate,1979091834,4549418295
862,Male,Urban,05,Middle,Low,5874456972,7379604044,Postgraduate,048276337,1162661411
863,Female,Urban,5870213373,High,Low,5354622769,3259993592,School,1807651254,3692599649
864,Female,Rural,5100422698,Low,Low,5575605346,4727732054,School,1847967109,3685259696
865,Female,Rural,1878582476,Middle,Low,5257456876.257233,7112160507,Graduate,00,00
866,Female,Urban,456006143,Low,Low,5257456876.257233,5761091331,School,0452404035,0792602672
867,Female,Urban,5841459181,Middle,Moderate,4737572657,5026993631,Diploma,1363794681,4401043297
868,Female,Rural,6815007582,High,Low,5969400704,7526583476,Graduate,0631168195,1936084761
869,Male,Urban,2160168351,Middle,Low,5257456876.257233,100,Postgraduate,0654287791,1118701194
870,Female,Urban,6803256225,Middle,Low,5497651491,7404548716,Diploma,2622758895,5370124321
871,Female,Urban,4848291197,Middle,Moderate,3982931003,4296160705,Diploma,1795126925,5001078751
872,Female,Urban,3972658083,Low,Low,5762920749,5616927845,Graduate,1356426663,329508832
873,Male,Urban,7164895502,Middle,Low,5298953135,4875808544,Diploma,2465028447,5719966153
874,Male,Rural,1400465087,Middle,Low,5257456876.257233,8491153895,Graduate,0216768369,0716111847
875,Female,Urban,451679416,Low,Low,5607013313,5428826382,Diploma,1106077781,1871162614
876,Female,Urban,4873439592,Middle,Low,5924574308,6251741483,Postgraduate,1274396675,3887254761
877,Female,Rural,5745053805,High,Low,4837368857,5314846434,School,1444757538,4290480662
878,Male,Urban,6532985966,Middle,Low,5227496108,6837461992,School,1062052206,3161948735
879,Male,Rural,2869426277,Middle,Low,5660737425,5334229007,Diploma,1240853233,2124889256
880,Male,Urban,589442637,Low,Moderate,4282257635,249025529,School,2446587381,4529345224
881,Female,Urban,8367345656,High,Low,5257456876.257233,6458774141,School,2036297562,5538360703
882,Female,Rural,5039706437,Middle,Low,5721945699,4676368941,Diploma,0774404452,2324130409
883,Female,Urban,5269215809,Low,Low,5257456876.257233,7210630337,Postgraduate,118628824,2314302747
884,Male,Urban,563432502,Middle,Low,5723338191,7196037276,School,1203421707,3032853112
885,Male,Rural,5143099532,Low,Low,4513091164,2613256183,Dropout,1847901177,3081306919
886,Female,Rural,7730108636,Middle,Low,5219428936,6210686937,Graduate,1868201482,375326324
887,Male,Rural,4096566682,Low,Low,5263323603,4938289059,School,1120195083,2347458199
888,Female,Rural,5707256417,High,Low,4924004576,6101636773,Graduate,1468097428,4096330754
889,Female,Rural,5648737724,Low,Low,5372849969,7945781859,School,144320142,4030930451
890,Female,Rural,5438818578,Middle,Low,5231987385,464928464,School,2377830215,4780002531
891,Male,Urban,7118053247,Low,Low,5257456876.257233,3333168048,School,1543367208,4731251192
892,Male,Urban,3787048138,Low,Low,5257456876.257233,6174342529,School,1264426529,2871199011
893,Female,Urban,1661798738,Middle,Low,5978291416,2757638222,Diploma,0443520209,0762985997
894,Male,Urban,5204432221,Middle,Low,5973176747,7230370672,School,140684326,3477062812
895,Male,Urban,2875730703,Middle,Low,5257456876.257233,6225137045,Diploma,1065809273,2065143699
896,Male,Rural,3196394377,Low,Low,5324422276,4465360702,School,0904954954,2402757773
897,Male,Urban,7213722334,Middle,Low,5862235043,6038961259,Graduate,0970498379,2190647588
898,Male,Rural,601313178,Middle,Low,4981187911,6747042505,Graduate,1900881865,4371739736
899,Male,Rural,5877226846,Middle,Low,5204502874,6617268944,Diploma,2505049897,4785034656
900,Male,Urban,6917721915,Low,Low,5189860167,4670479225,School,2425187724,4845245072
901,Female,Rural,5523446298,Middle,Moderate,5598550299,6902282563,Diploma,2090313856,4077715535
902,Female,Urban,3028995894,Low,Low,5257456876.257233,6920163208,Graduate,1027308242,2444005357
903,Female,Rural,5234465062,Middle,Low,4879318194,5659196155,Postgraduate,1266357165,3965512998
904,Male,Urban,4799133652,Low,Low,5109582838,4156066172,School,1476094253,3914596968
905,Male,Urban,7121866242,Middle,Low,5851665756,4417769013,Graduate,1173264161,2853419201
906,Female,Urban,5071860995,Low,Low,5736989321,7181024428,Diploma,1473329637,4383569388
907,Male,Urban,6255785942,Low,Low,5284058544,6928687957,School,1559488736,4225264961
908,Male,Rural,4487747118,Middle,Low,5424794026,4847935969,School,1983812274,3612120882
909,Female,Urban,3498105028,Low,Low,4761547898,2084402818,Dropout,0704780245,2297024924
910,Male,Rural,6227645276,Low,Moderate,4985869171,6224289907,Diploma,1832974584,3144633759
911,Female,Rural,7636294841,High,Low,5257927287,476238035,Dropout,1831867249,5150871354
912,Female,Urban,7605664623,Middle,Low,5377405235,5054362097,Diploma,098217392,3185301806
913,Male,Rural,3195446547,Low,Low,5696961034,4858878201,Diploma,1181207538,223570794
914,Male,Rural,6103082417,Low,Low,4699995237,3806394109,Diploma,1660946815,5110508751
915,Female,Rural,4060414372,Middle,Low,5094263985,5225017877,School,1224406089,3928299635
916,Male,Urban,7205675157,Middle,Low,5128820203,3578225858,School,09269386,2838089453
917,Male,Urban,5483019683,High,Low,4974514007,4431268857,School,2252385279,3837056561
918,Female,Rural,6033017329,Middle,Low,5171823511,5582727412,School,173598798,5092111475
919,Male,Urban,5414363705,Middle,Low,5257456876.257233,568148622,Dropout,1542800173,3647950654
920,Male,Rural,7430496299,Middle,Low,5900844234,5996052959,Diploma,2067595117,4915003518
921,Male,Rural,3753053216,High,Low,4983862133,2390298548,Dropout,0845696841,2677273638
922,Male,Urban,5844681752,Middle,Low,5659431489,531835292,School,1814331624,3075462219
923,Female,Rural,3731749864,High,Low,5257456876.257233,4938481497,School,128540177,2365417042
924,Male,Urban,7205896896,High,Low,5932994878,9003238407,Postgraduate,1997271146,5023067747
925,Female,Rural,4608357185,Low,Low,5711227392,4571112152,School,0710693978,1708311592
926,Female,Urban,5348849375,Middle,Low,4730487666,3126994671,School,151816942,3556865126
927,Female,Rural,4965831654,High,Moderate,5055903696,7489245628,School,2730784831,5206485723
928,Female,Urban,5083193956,Low,Moderate,5257456876.257233,3588671558,Dropout,2524022273,4918472875
929,Male,Urban,3890857358,High,Low,5600048472,743329786,Graduate,1850874593,3355113558
930,Female,Urban,6648898941,High,Moderate,4672714307,5259119729,Graduate,235208901,4837624759
931,Female,Urban,1806252133,Low,Low,4466782882,3149231469,Diploma,0218148794,0558638784
932,Male,Urban,3245225782,Low,Low,5257456876.257233,7540723492,Graduate,0721464833,1386070705
933,Female,Rural,4180780349,Middle,Low,5257456876.257233,5974668793,School,1123207354,2697969606
934,Female,Rural,610840693,Middle,Low,5158132664,5825728762,Diploma,1734369499,3879037643
935,Female,Rural,5945480248,Middle,Low,4688763717,4323672852,School,164721528,4761419757
936,Male,Urban,6092390106,Low,Low,5938125861,6302820413,Graduate,1481195584,3638338233
937,Female,Rural,4044725433,Low,Low,5699418101,5937149099,Graduate,1606172316,2874076522
938,Male,Urban,5949194279,High,Low,5722035494,8340907119,Postgraduate,1819352876,4489497137
939,Female,Rural,6478237262,Middle,Low,5580129938,5577357214,Diploma,2163316957,4255420436
940,Female,Rural,6069945296,High,Low,5603208217,8727166458,Postgraduate,1244521269,3853331149
941,Male,Urban,699877494,Middle,Moderate,4008113003,2895940027,School,3307429286,5747456814
942,Female,Urban,5109687673,Middle,Low,5355207486,5201460489,School,1455563193,3867222498
943,Female,Urban,5171035623,Low,Low,4780107699,5664950573,Dropout,190002769,3909670406
944,Female,Urban,7451397026,High,Low,5344746922,645100397,Graduate,1639696804,4476253226
945,Female,Urban,6337388422,Low,Low,5257456876.257233,6601559867,Graduate,2090746823,3693711059
946,Female,Urban,5598929767,Low,Low,5513652772,3968152854,Graduate,181981885,335189755
947,Female,Rural,3048799351,Middle,Low,5257456876.257233,758344651,Graduate,0757068548,1411746494
